Site,Seq,Structure Designation,cycle,Inspection year,Last Inspection,Highway,Year Built,type-full,Type,Feature Intersect,UTM_X,UTM_Y
3218,00,"PTH, PR Str. ",2,2018,2016,240,1961,Pre-cast pre-stressed concrete I-girder bridge,I,CNR/CPR - Overhead,550866.448,5536428.179
2165,00,PR Str. ,4,2019,2015,332,1973,Pre-cast pre-stressed concrete I-girder bridge,I,La Salle River,599488.774,5514128.122
3239,00,"PTH, PR Str. ",2,2018,2016,044,1962,Pre-cast pre-stressed concrete I-girder bridge,I,Brokenhead River,681399.735,5548541.491
2192,00,PR Str. ,4,2021,2017,059,1976,Pre-cast pre-stressed concrete I-girder bridge,I,Seine River Diversion,645226.746,5506598.713
2198,00,PR Str. ,4,2021,2017,391,1979,Pre-cast pre-stressed concrete I-girder bridge,I,Keewatin River,381789.193,6304720.005
43,00,"PTH, PR Str. ",2,2018,2016,009,1964,Pre-cast pre-stressed concrete I-girder bridge,I,Wavey Creek,644328.946,5570161.618
333,00,"PTH, PR Str. ",2,2018,2016,010,1964,Pre-cast pre-stressed concrete I-girder bridge,I,Valley River,407422.58,5674195.384
2278,10,PR Str. ,4,2018,2016,280,1991,Pre-cast pre-stressed concrete I-girder bridge,I,"Moswakot River, North",719115.646,6267295.012
2295,00,PR Str. ,4,2021,2017,391,1979,Pre-cast pre-stressed concrete I-girder bridge,I,Hughes River,417701.013,6292516.875
354,00,"PTH, PR Str. ",2,2018,2016,010,1964,Pre-cast pre-stressed concrete I-girder bridge,I,South Garland Creek,398111.448,5720604.548
1270,00,"PTH, PR Str. ",2,2018,2016,059,1964,Pre-cast pre-stressed concrete I-girder bridge,I,Red River Floodway,644557.54,5536893.49
1719,00,"PTH, PR Str. ",2,2019,2017,347,1964,Pre-cast pre-stressed concrete I-girder bridge,I,Souris River,397551.115,5492699.722
2374,00,PR Str. ,4,2020,2016,257,1959,Pre-cast pre-stressed concrete I-girder bridge,I,Pipestone Creek,327553.758,5523868.633
326,00,"PTH, PR Str. ",2,2018,2016,200,1965,Pre-cast pre-stressed concrete I-girder bridge,I,Red River Floodway,635309.671,5513280.946
695,00,"PTH, PR Str. ",2,2019,2017,01A,1965,Pre-cast pre-stressed concrete I-girder bridge,I,Interchange,555183.821,5535938.367
881,00,"PTH, PR Str. ",2,2018,2016,001,1965,Pre-cast pre-stressed concrete I-girder bridge,I,CPR - Overhead,546098.491,5535239.566
1708,00,"PTH, PR Str. ",2,2018,2016,010,1965,Pre-cast pre-stressed concrete I-girder bridge,I,HBR - Overhead,315935.726,6074225.489
648,00,"PTH, PR Str. ",2,2018,2016,020,1966,Pre-cast pre-stressed concrete I-girder bridge,I,Valley River,429103,5681686.668
2528,10,PR Str. ,4,2018,2014,268,1999,Pre-cast pre-stressed concrete I-girder bridge,I,Swan River,367208.551,5798331
604,02,"PTH, PR Str. ",2,2019,2017,001,1968,Pre-cast pre-stressed concrete I-girder bridge,I,"Assiniboine River, Diversion",544340.788,5536017.102
784,00,"PTH, PR Str. ",2,2019,2017,01A,1968,Pre-cast pre-stressed concrete I-girder bridge,I,"Interchange, PTH 1A",545667.983,5535884.024
1863,00,"PTH, PR Str. ",2,2018,2016,010,1968,Pre-cast pre-stressed concrete I-girder bridge,I,Little Saskatchewan River,437806.206,5567296.711
2536,01,"PTH, PR Str. ",2,2019,2017,075,1968,Pre-cast pre-stressed concrete I-girder bridge,I,Aux Marais River,624007.705,5443118.839
19,00,"PTH, PR Str. ",2,2019,2017,041,1969,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,335311.295,5590361.442
611,00,"PTH, PR Str. ",2,2019,2017,003,1969,Pre-cast pre-stressed concrete I-girder bridge,I,Drain,466767.666,5437391.66
2470,00,"PTH, PR Str. ",2,2019,2017,003,1969,Pre-cast pre-stressed concrete I-girder bridge,I,Drain,469251.581,5437392.371
2476,00,"PTH, PR Str. ",2,2018,2016,012,1969,Pre-cast pre-stressed concrete I-girder bridge,I,Brokenhead River,678841.788,5574012.31
2556,00,"PTH, PR Str. ",2,2018,2016,016,1969,Pre-cast pre-stressed concrete I-girder bridge,I,Rat Creek,538084.449,5536970.046
3043,01,"PTH, PR Str. ",2,2019,2017,001,1969,Pre-cast pre-stressed concrete I-girder bridge,I,"Assiniboine River, Diversion",544341.497,5536052.727
3210,00,"PTH, PR Str. ",2,2018,2016,068,1969,Pre-cast pre-stressed concrete I-girder bridge,I,Lake Manitoba Narrows,515131.094,5659231.49
370,00,"PTH, PR Str. ",2,2018,2016,305,1970,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,539574.997,5523136.206
1009,00,"PTH, PR Str. ",2,2019,2017,011,1970,Pre-cast pre-stressed concrete I-girder bridge,I,Whitemouth River,718311.318,5536309.512
2314,00,"PTH, PR Str. ",2,2018,2016,014,1970,Pre-cast pre-stressed concrete I-girder bridge,I,Rosenheim,599911.09,5449741.416
2661,00,"PTH, PR Str. ",2,2019,2017,008,1971,Pre-cast pre-stressed concrete I-girder bridge,I,Hecla Causeway,650884.674,5658872.174
862,00,"PTH, PR Str. ",2,2019,2017,002,1972,Pre-cast pre-stressed concrete I-girder bridge,I,La Salle River,601465.977,5513869.118
3165,00,"PTH, PR Str. ",2,2019,2017,020,1973,Pre-cast pre-stressed concrete I-girder bridge,I,Pine River,420610.082,5761332.548
1586,00,"PTH, PR Str. ",2,2019,2017,003,1974,Pre-cast pre-stressed concrete I-girder bridge,I,Tobacco Creek,572427.827,5472760.415
3891,00,"PTH, PR Str. ",2,2019,2017,200,1974,Pre-cast pre-stressed concrete I-girder bridge,I,Roseau River,633622.507,5445278.134
3929,02,"PTH, PR Str. ",2,2018,2016,001,1974,Pre-cast pre-stressed concrete I-girder bridge,I,Birch River,736304.825,5504663.899
396,00,"PTH, PR Str. ",2,2019,2017,210,1975,Pre-cast pre-stressed concrete I-girder bridge,I,Red River,635569.292,5504679.78
1653,00,"PTH, PR Str. ",2,2018,2016,005,1975,Pre-cast pre-stressed concrete I-girder bridge,I,Valley River,370507.174,5671985.698
4154,02,"PTH, PR Str. ",2,2018,2016,001,1975,Pre-cast pre-stressed concrete I-girder bridge,I,South Boggy Creek,450392.905,5527838.073
1785,00,"PTH, PR Str. ",2,2019,2017,003,1976,Pre-cast pre-stressed concrete I-girder bridge,I,Pembina River,522355.195,5454205.904
1715,00,"PTH, PR Str. ",2,2019,2017,003,1977,Pre-cast pre-stressed concrete I-girder bridge,I,Norquay Channel,601131.101,5492446.205
2539,00,"PTH, PR Str. ",2,2018,2016,010,1977,Pre-cast pre-stressed concrete I-girder bridge,I,West Favel River,358286.449,5774185.081
2546,00,"PTH, PR Str. ",2,2018,2016,010,1977,Pre-cast pre-stressed concrete I-girder bridge,I,Roaring River,353690.953,5774337.851
435,00,"PTH, PR Str. ",2,2018,2016,010,1978,Pre-cast pre-stressed concrete I-girder bridge,I,Wilson River,409289.723,5669469
1666,00,"PTH, PR Str. ",2,2018,2016,010,1978,Pre-cast pre-stressed concrete I-girder bridge,I,"Fishing River, South Branch",404975.274,5702802.725
4274,00,"PTH, PR Str. ",2,2019,2017,003,1978,Pre-cast pre-stressed concrete I-girder bridge,I,DeadHorse Creek,572677.897,5454255.153
2261,00,"PTH, PR Str. ",2,2019,2017,259,1979,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,367134.664,5526365.226
4295,01,"PTH, PR Str. ",2,2019,2017,059,1979,Pre-cast pre-stressed concrete I-girder bridge,I,Cooks Creek,655159.667,5554471.455
2475,00,"PTH, PR Str. ",2,2018,2016,430,1980,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,570872.727,5542660.36
2848,00,"PTH, PR Str. ",2,2019,2017,005,1981,Pre-cast pre-stressed concrete I-girder bridge,I,Scott Drain,464209.397,5636647.576
4150,00,"PTH, PR Str. ",2,2018,2016,005,1981,Pre-cast pre-stressed concrete I-girder bridge,I,Valley River,380517.122,5670749.2
4463,10,"PTH, PR Str. ",2,2018,2016,011,1981,Pre-cast pre-stressed concrete I-girder bridge,I,Whitemouth River,722232.61,5529437.712
2586,10,"PTH, PR Str. ",2,2019,2017,023,1983,Pre-cast pre-stressed concrete I-girder bridge,I,Shannon Creek,614589.807,5468095.246
2844,02,"PTH, PR Str. ",2,2019,2017,001,1983,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,420985.984,5524555.848
2982,01,"PTH, PR Str. ",2,2019,2017,059,1985,Pre-cast pre-stressed concrete I-girder bridge,I,Devils Creek,660785.294,5567485.807
4295,12,"PTH, PR Str. ",2,2019,2017,059,1985,Pre-cast pre-stressed concrete I-girder bridge,I,Cooks Creek,655145.5,5554483.1
2397,10,"PTH, PR Str. ",2,2019,2017,059,1988,Pre-cast pre-stressed concrete I-girder bridge,I,Roseau River,658412.145,5450349.509
268,00,"PTH, PR Str. ",2,2019,2017,340,1989,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,452671.029,5504863.419
2844,11,"PTH, PR Str. ",2,2019,2017,001,1989,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,420964.219,5524584.002
2982,12,"PTH, PR Str. ",2,2019,2017,059,1989,Pre-cast pre-stressed concrete I-girder bridge,I,Devils Creek,660740.32,5567510.223
3358,10,"PTH, PR Str. ",2,2019,2017,332,1990,Pre-cast pre-stressed concrete I-girder bridge,I,Morris River,603186.895,5492257.905
121,10,"PTH, PR Str. ",2,2019,2017,254,1992,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,381712.026,5517302.05
2536,02,"PTH, PR Str. ",2,2019,2017,075,1993,Pre-cast pre-stressed concrete I-girder bridge,I,Aux Marais River,623964.726,5443099.993
2991,11,"PTH, PR Str. ",2,2019,2017,044,1993,Pre-cast pre-stressed concrete I-girder bridge,I,Devils Creek,667088.499,5549790.163
2991,02,"PTH, PR Str. ",2,2019,2017,044,1993,Pre-cast pre-stressed concrete I-girder bridge,I,Devils Creek,667107.061,5549759.746
1236,10,"PTH, PR Str. ",2,2019,2017,021,1994,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,394823.769,5522152.924
2700,10,"PTH, PR Str. ",2,2019,2017,010,1994,Pre-cast pre-stressed concrete I-girder bridge,I,Overflowing River,359536.602,5890118.368
1749,00,"PTH, PR Str. ",2,2019,2017,240,1995,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,552123.682,5531900.562
3226,10,"PTH, PR Str. ",2,2019,2017,110,1995,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,437397.582,5522453.28
50,10,"PTH, PR Str. ",2,2019,2017,334,1997,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,614625.728,5525262.966
2450,10,"PTH, PR Str. ",2,2019,2017,083,1997,Pre-cast pre-stressed concrete I-girder bridge,I,Assiniboine River,354280.089,5552934.163
2358,10,"PTH, PR Str. ",2,2019,2017,003,1998,Pre-cast pre-stressed concrete I-girder bridge,I,Badger Creek,476718.783,5437380.668
2667,10,"PTH, PR Str. ",2,2019,2017,010,2001,Pre-cast pre-stressed concrete I-girder bridge,I,Red Deer River,362070.062,5860447.602
2622,10,"PTH, PR Str. ",2,2019,2017,010,2002,Pre-cast pre-stressed concrete I-girder bridge,I,East Favel River,359576.756,5774140.549
343,10,"PTH, PR Str. ",2,2019,2017,003,2005,Pre-cast pre-stressed concrete I-girder bridge,I,La Salle River,613287.421,5504020.003
693,01,"PTH, PR Str. ",2,2019,2017,059,2006,Pre-cast pre-stressed concrete I-girder bridge,I,Seine River Diversion,645039.704,5506593.506
693,02,"PTH, PR Str. ",2,2019,2017,059,2006,Pre-cast pre-stressed concrete I-girder bridge,I,Seine River Diversion,644990.455,5506590.979
3608,10,PR Str. ,4,2021,2017,210,1992,Pre-cast pre-stressed concrete I-girder bridge,I,Seine River Diversion,659727.957,5505260.436
3694,00,PR Str. ,4,2020,2016,362,1974,Pre-cast pre-stressed concrete I-girder bridge,I,Wilson River,425694.038,5671755.093
1151,10,"PTH, PR Str. ",2,2018,2016,021,2013,Pre-cast pre-stressed concrete I-girder bridge,I,Souris River,388901.668,5482825.003
4006,00,PR Str. ,4,2019,2015,210,1980,Pre-cast pre-stressed concrete I-girder bridge,I,Seine River,670977.934,5503172.143
4225,00,PR Str. ,4,2021,2017,224,1976,Pre-cast pre-stressed concrete I-girder bridge,I,Fisher River,611668.091,5699409.467
3246,10,"PTH, PR Str. ",2,2018,2016,251,2014,Pre-cast pre-stressed concrete I-girder bridge,I,Souris River,357718.268,5439086.827
1248,12,"PTH, PR Str. ",2,2018,N/A,001,2016,Pre-cast pre-stressed concrete I-girder bridge,I,Whitemouth River,725135.026,5504335.939
327,11,"PTH, PR Str. ",2,2019,2017,059,2008,,NU,Red River Floodway,641194.599,5517507.319
327,12,"PTH, PR Str. ",2,2019,2017,059,2008,,NU,Red River Floodway,641167.88,5517490.099
3001,12,"PTH, PR Str. ",2,2019,2017,010,2008,,NU,Assiniboine River,430858.595,5523597.171
3001,01,"PTH, PR Str. ",2,2019,2017,010,2008,,NU,Assiniboine River,430880.144,5523596.712
21,12,"PTH, PR Str. ",2,2019,2017,001,2009,,NU,Red River Floodway,646985.442,5521855.537
21,11,"PTH, PR Str. ",2,2019,2017,001,2009,,NU,Red River Floodway,647020.516,5521915.743
4,10,"PTH, PR Str. ",2,2018,2016,044,2010,,NU,Red River Floodway,648289.834,5550168.41
2031,10,"PTH, PR Str. ",2,2018,2016,015,2010,,NU,Red River Floodway,647006.944,5527979.493
2737,12,"PTH, PR Str. ",2,2018,2016,001,2013,,NU,Assiniboine River,564705.326,5535809.733
5950,02,"PTH, PR Str. ",2,2019,2017,190,2013,,NU,"CPR - Overhead, Omands Creek",624357.188,5533752.711
5950,01,"PTH, PR Str. ",2,2019,2017,190,2013,,NU,"CPR - Overhead, Omands Creek",624332.778,5533763.716
5953,04,"PTH, PR Str. ",2,2019,2017,101,2013,,NU,"Overpass, Centreport Canada Way",620502.66,5529557.865
5953,01,"PTH, PR Str. ",2,2019,2017,101,2013,,NU,"Overpass, Centreport Canada Way",620561.079,5529569.414
5953,02,"PTH, PR Str. ",2,2019,2017,101,2013,,NU,"Overpass, Centreport Canada Way",620548.104,5529566.821
847,00,"PTH, PR Str. ",2,2018,2016,016,1971,Other,O,Whitemud River,515301.863,5558826.554
776,00,MI Culvert ,4,2018,2014,020,1977,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,429164.192,5694852.444
808,11,MI Culvert ,4,2019,2015,075,1992,"Pre-cast concrete culvert, may be jacked or open cut",PC,Lewis Coulee,620253.87,5471455.076
808,02,MI Culvert ,4,2019,2015,075,1991,"Pre-cast concrete culvert, may be jacked or open cut",PC,Lewis Coulee,620199.524,5471458.123
1191,10,MI Culvert ,4,2020,2016,002,2013,"Pre-cast concrete culvert, may be jacked or open cut",PC,Jackson Creek,329124.522,5494288.92
1210,11,MI Culvert ,4,2019,2015,075,1990,"Pre-cast concrete culvert, may be jacked or open cut",PC,La Pointe Coulee,629573.746,5489314.565
1339,10,MI Culvert ,4,2020,2016,003,1999,"Pre-cast concrete culvert, may be jacked or open cut",PC,Killarney Creek,449313.103,5447441.793
1340,10,MI Culvert ,4,2020,2016,003,1999,"Pre-cast concrete culvert, may be jacked or open cut",PC,Lawrence Creek,447761.308,5447458.751
1353,10,MI Culvert ,4,2020,2016,003,2004,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,451747.147,5437488.092
1589,00,MI Culvert ,4,2020,2016,003,1978,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,572502.022,5467309.119
1591,00,MI Culvert ,4,2020,2016,003,1978,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,572522.966,5465735.764
1975,10,MI Culvert ,4,2018,2014,006,1982,"Pre-cast concrete culvert, may be jacked or open cut",PC,"Sturgeon Creek, East Branch",598639.284,5559417.82
2144,10,MI Culvert ,4,2019,2015,006,0,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,612163.267,5546012.64
2214,02,MI Culvert ,4,2019,2015,001,1981,"Pre-cast concrete culvert, may be jacked or open cut",PC,WRD No. 2 Drain,599495.744,5526951.433
2225,10,MI Culvert ,4,2018,2014,009,1989,"Pre-cast concrete culvert, may be jacked or open cut",PC,Kernstead Road Drain,643641.082,5595274.408
2251,02,MI Culvert ,4,2021,2017,012,1977,"Pre-cast concrete culvert, may be jacked or open cut",PC,Bachman East Drain,676994.208,5550074.403
2579,10,MI Culvert ,4,2019,2015,020,2006,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,429146.884,5693816.782
2585,03,MI Culvert ,6,2022,2016,030,1993,"Pre-cast concrete culvert, may be jacked or open cut",PC,Thiessen Drain,605707.753,5449823.997
2585,04,MI Culvert ,6,2022,2016,030,1993,"Pre-cast concrete culvert, may be jacked or open cut",PC,Thiessen Drain,605628.627,5449822.096
2585,10,MI Culvert ,4,2018,2014,030,1973,"Pre-cast concrete culvert, may be jacked or open cut",PC,Thiessen Drain,605667.009,5449833.022
2774,10,MI Culvert ,4,2018,2014,010,1990,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,432556.525,5526659.008
2989,03,MI Culvert ,6,2018,2012,101,1991,"Pre-cast concrete culvert, may be jacked or open cut",PC,City Protection Drain,631799.689,5539180.945
2989,04,MI Culvert ,6,2018,2012,101,1991,"Pre-cast concrete culvert, may be jacked or open cut",PC,City Protection Drain,631802.685,5539074.333
2989,12,MI Culvert ,4,2019,2015,101,1991,"Pre-cast concrete culvert, may be jacked or open cut",PC,City Protection Drain,631799.5,5539126.832
3113,10,MI Culvert ,4,2020,2016,003,2013,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,504459.268,5444437.538
3132,10,MI Culvert ,4,2018,2016,011,1992,"Pre-cast concrete culvert, may be jacked or open cut",PC,Powerview Creek,699124.882,5605050.777
3147,11,MI Culvert ,4,2019,2015,075,1992,"Pre-cast concrete culvert, may be jacked or open cut",PC,"Campbell""s Coulee",623573.033,5477173.672
3148,11,MI Culvert ,4,2019,2015,075,1992,"Pre-cast concrete culvert, may be jacked or open cut",PC,McTavish Drain,623320.482,5476657.282
3149,11,MI Culvert ,4,2020,2016,075,1994,"Pre-cast concrete culvert, may be jacked or open cut",PC,Kronsgart Drain,619391.623,5462035.193
3415,10,MI Culvert ,4,2018,2014,010,2000,"Pre-cast concrete culvert, may be jacked or open cut",PC,Flin Flon Creek,316484.982,6074969.424
4019,10,MI Culvert ,6,2023,2017,240,1989,"Pre-cast concrete culvert, may be jacked or open cut",PC,Tobacco Creek Tributary,549406.521,5476968.895
4036,10,MI Culvert ,6,2023,2017,240,1989,"Pre-cast concrete culvert, may be jacked or open cut",PC,Tobacco Creek Tributary,549356.666,5481670.698
4119,10,MI Culvert ,4,2018,2014,023,1988,"Pre-cast concrete culvert, may be jacked or open cut",PC,"Cypress River, Tributary",532129.999,5470307.23
4121,10,MI Culvert ,4,2018,2014,023,1988,"Pre-cast concrete culvert, may be jacked or open cut",PC,Roseisle Coulee,539375.875,5470346.484
4148,00,MI Culvert ,4,2018,2014,004,1987,"Pre-cast concrete culvert, may be jacked or open cut",PC,Cloverdale Drain,651767.903,5561329.164
4173,04,MI Culvert ,6,2023,2017,001,1975,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,433036.816,5526495.755
4174,04,MI Culvert ,6,2018,2012,001,1990,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,433104.727,5526379.342
4319,04,MI Culvert ,6,2023,2017,001,1977,"Pre-cast concrete culvert, may be jacked or open cut",PC,Tolton Drain,475550.815,5527651.697
4347,10,MI Culvert ,6,2018,2012,248,2003,"Pre-cast concrete culvert, may be jacked or open cut",PC,Drain,587950.917,5516897.988
4425,10,MI Culvert ,6,2018,2012,240,1989,"Pre-cast concrete culvert, may be jacked or open cut",PC,"Tobacco Creek, Tributary",549440.153,5473464.444
4458,00,MI Culvert ,4,2018,2014,008,1978,"Pre-cast concrete culvert, may be jacked or open cut",PC,Bruneau Drain,639782.106,5548593.038
18,10,PR Str. ,4,2018,2014,483,1988,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Bell River,373642.472,5845595.804
75,00,PR Str. ,4,2019,2016,207,1985,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Cordite Drain,648365.659,5529160.871
89,10,PR Str. ,4,2018,2016,564,1984,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Oak River,395091.393,5528034.501
115,10,PR Str. ,4,2019,2015,486,1983,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Roaring River,343875.708,5765630.085
116,10,PR Str. ,4,2018,2016,487,1987,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Swan River,324580.802,5759974.633
141,00,PR Str. ,4,2019,2017,206,1985,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Cooks Creek Diverison,654931.521,5529765.194
209,00,PR Str. ,4,2018,2014,242,1981,Pre-cast pre-stressed concrete channel girder bridge (standard),PP,Cypress River,524696.529,5484240.5
